Date	mean_cfs	Qual_Flag	Data_Source
03/06/1956	NA	255	DWR
03/07/1956	NA	255	DWR
03/08/1956	NA	255	DWR
03/09/1956	NA	255	DWR
03/10/1956	NA	255	DWR
03/11/1956	NA	255	DWR
03/12/1956	NA	255	DWR
03/13/1956	NA	255	DWR
03/14/1956	NA	255	DWR
03/15/1956	NA	255	DWR
03/16/1956	NA	255	DWR
03/17/1956	NA	255	DWR
03/18/1956	NA	255	DWR
03/19/1956	NA	255	DWR
03/20/1956	NA	255	DWR
03/21/1956	NA	255	DWR
03/22/1956	NA	255	DWR
03/23/1956	NA	255	DWR
03/24/1956	NA	255	DWR
03/25/1956	NA	255	DWR
03/26/1956	NA	255	DWR
03/27/1956	NA	255	DWR
03/28/1956	NA	255	DWR
03/29/1956	NA	255	DWR
03/30/1956	NA	255	DWR
03/31/1956	NA	255	DWR
04/01/1956	NA	255	DWR
04/02/1956	NA	255	DWR
04/03/1956	NA	255	DWR
04/04/1956	NA	255	DWR
04/05/1956	NA	255	DWR
04/06/1956	NA	255	DWR
04/07/1956	NA	255	DWR
04/08/1956	NA	255	DWR
04/09/1956	NA	255	DWR
04/10/1956	NA	255	DWR
04/11/1956	NA	255	DWR
04/12/1956	NA	255	DWR
04/13/1956	NA	255	DWR
04/14/1956	NA	255	DWR
04/15/1956	NA	255	DWR
04/16/1956	NA	255	DWR
04/17/1956	NA	255	DWR
04/18/1956	NA	255	DWR
04/19/1956	NA	255	DWR
04/20/1956	NA	255	DWR
04/21/1956	NA	255	DWR
04/22/1956	NA	255	DWR
04/23/1956	NA	255	DWR
04/24/1956	NA	255	DWR
04/25/1956	NA	255	DWR
04/26/1956	NA	255	DWR
04/27/1956	NA	255	DWR
04/28/1956	NA	255	DWR
04/29/1956	NA	255	DWR
04/30/1956	NA	255	DWR
05/01/1956	NA	255	DWR
05/02/1956	NA	255	DWR
05/03/1956	NA	255	DWR
05/04/1956	NA	255	DWR
05/05/1956	NA	255	DWR
05/06/1956	NA	255	DWR
05/07/1956	NA	255	DWR
05/08/1956	NA	255	DWR
05/09/1956	NA	255	DWR
05/10/1956	NA	255	DWR
05/11/1956	NA	255	DWR
05/12/1956	NA	255	DWR
05/13/1956	NA	255	DWR
05/14/1956	NA	255	DWR
05/15/1956	NA	255	DWR
05/16/1956	NA	255	DWR
05/17/1956	NA	255	DWR
05/18/1956	NA	255	DWR
05/19/1956	NA	255	DWR
05/20/1956	NA	255	DWR
05/21/1956	NA	255	DWR
05/22/1956	NA	255	DWR
05/23/1956	NA	255	DWR
05/24/1956	NA	255	DWR
05/25/1956	NA	255	DWR
05/26/1956	NA	255	DWR
05/27/1956	NA	255	DWR
05/28/1956	NA	255	DWR
05/29/1956	NA	255	DWR
05/30/1956	NA	255	DWR
05/31/1956	NA	255	DWR
06/01/1956	NA	255	DWR
06/02/1956	NA	255	DWR
06/03/1956	NA	255	DWR
06/04/1956	NA	255	DWR
06/05/1956	NA	255	DWR
06/06/1956	NA	255	DWR
06/07/1956	NA	255	DWR
06/08/1956	NA	255	DWR
06/09/1956	NA	255	DWR
06/10/1956	NA	255	DWR
06/11/1956	NA	255	DWR
06/12/1956	NA	255	DWR
06/13/1956	NA	255	DWR
06/14/1956	NA	255	DWR
06/15/1956	118	1	DWR
06/16/1956	111	1	DWR
06/17/1956	110	1	DWR
06/18/1956	116	1	DWR
06/19/1956	132	1	DWR
06/20/1956	117	1	DWR
06/21/1956	109	1	DWR
06/22/1956	110	1	DWR
06/23/1956	117	1	DWR
06/24/1956	111	1	DWR
06/25/1956	104	1	DWR
06/26/1956	106	1	DWR
06/27/1956	116	1	DWR
06/28/1956	112	1	DWR
06/29/1956	105	1	DWR
06/30/1956	102	1	DWR
07/01/1956	84	1	DWR
07/02/1956	78	1	DWR
07/03/1956	75	1	DWR
07/04/1956	73	1	DWR
07/05/1956	70	1	DWR
07/06/1956	70	1	DWR
07/07/1956	70	1	DWR
07/08/1956	73	1	DWR
07/09/1956	71	1	DWR
07/10/1956	67	1	DWR
07/11/1956	64	1	DWR
07/12/1956	62	1	DWR
07/13/1956	60	1	DWR
07/14/1956	58	1	DWR
07/15/1956	56	1	DWR
07/16/1956	54	1	DWR
07/17/1956	52	1	DWR
07/18/1956	50	1	DWR
07/19/1956	47	1	DWR
07/20/1956	45	1	DWR
07/21/1956	44	1	DWR
07/22/1956	42	1	DWR
07/23/1956	40	1	DWR
07/24/1956	38	1	DWR
07/25/1956	36	1	DWR
07/26/1956	35	1	DWR
07/27/1956	33	1	DWR
07/28/1956	31	1	DWR
07/29/1956	29	1	DWR
07/30/1956	28	1	DWR
07/31/1956	26	1	DWR
08/01/1956	24	1	DWR
08/02/1956	24	1	DWR
08/03/1956	23	1	DWR
08/04/1956	22	1	DWR
08/05/1956	24	1	DWR
08/06/1956	23	1	DWR
08/07/1956	20	1	DWR
08/08/1956	20	1	DWR
08/09/1956	19	1	DWR
08/10/1956	18	1	DWR
08/11/1956	17	1	DWR
08/12/1956	16	1	DWR
08/13/1956	15	1	DWR
08/14/1956	15	1	DWR
08/15/1956	14	1	DWR
08/16/1956	14	1	DWR
08/17/1956	13	1	DWR
08/18/1956	13	1	DWR
08/19/1956	12	1	DWR
08/20/1956	12	1	DWR
08/21/1956	14	1	DWR
08/22/1956	14	1	DWR
08/23/1956	13	1	DWR
08/24/1956	12	1	DWR
08/25/1956	11	1	DWR
08/26/1956	10	1	DWR
08/27/1956	10	1	DWR
08/28/1956	9.6	1	DWR
08/29/1956	9.3	1	DWR
08/30/1956	9	1	DWR
08/31/1956	8.7	1	DWR
09/01/1956	8.7	1	DWR
09/02/1956	8.7	1	DWR
09/03/1956	8.4	1	DWR
09/04/1956	8.4	1	DWR
09/05/1956	8.1	1	DWR
09/06/1956	8.1	1	DWR
09/07/1956	7.9	1	DWR
09/08/1956	7.9	1	DWR
09/09/1956	7.9	1	DWR
09/10/1956	7.9	1	DWR
09/11/1956	8.1	1	DWR
09/12/1956	8.1	1	DWR
09/13/1956	7.9	1	DWR
09/14/1956	7.6	1	DWR
09/15/1956	7.4	1	DWR
09/16/1956	7.4	1	DWR
09/17/1956	7.1	1	DWR
09/18/1956	7.1	1	DWR
09/19/1956	10	1	DWR
09/20/1956	10	1	DWR
09/21/1956	8.4	1	DWR
09/22/1956	7.9	1	DWR
09/23/1956	7.6	1	DWR
09/24/1956	7.4	1	DWR
09/25/1956	6.8	1	DWR
09/26/1956	6.6	1	DWR
09/27/1956	6.6	1	DWR
09/28/1956	6.6	1	DWR
09/29/1956	6.3	1	DWR
09/30/1956	6.3	1	DWR
10/01/1956	6.1	1	USGS
10/02/1956	5.4	1	USGS
10/03/1956	5.4	1	USGS
10/04/1956	5.4	1	USGS
10/05/1956	5.4	1	USGS
10/06/1956	5.2	1	USGS
10/07/1956	5.2	1	USGS
10/08/1956	5.2	1	USGS
10/09/1956	5.4	1	USGS
10/10/1956	8.7	1	USGS
10/11/1956	9.6	1	USGS
10/12/1956	8.1	1	USGS
10/13/1956	7.6	1	USGS
10/14/1956	7.4	1	USGS
10/15/1956	6.8	1	USGS
10/16/1956	6.6	1	USGS
10/17/1956	6.3	1	USGS
10/18/1956	7.1	1	USGS
10/19/1956	6.6	1	USGS
10/20/1956	6.6	1	USGS
10/21/1956	6.3	1	USGS
10/22/1956	6.3	1	USGS
10/23/1956	8.4	1	USGS
10/24/1956	8.1	1	USGS
10/25/1956	36	1	USGS
10/26/1956	89	1	USGS
10/27/1956	38	1	USGS
10/28/1956	26	1	USGS
10/29/1956	49	1	USGS
10/30/1956	145	1	USGS
10/31/1956	57	1	USGS
11/01/1956	47	1	USGS
11/02/1956	42	1	USGS
11/03/1956	43	1	USGS
11/04/1956	47	1	USGS
11/05/1956	48	1	USGS
11/06/1956	51	1	USGS
11/07/1956	53	1	USGS
11/08/1956	51	1	USGS
11/09/1956	48	1	USGS
11/10/1956	50	1	USGS
11/11/1956	45	1	USGS
11/12/1956	41	1	USGS
11/13/1956	38	1	USGS
11/14/1956	33	1	USGS
11/15/1956	29	1	USGS
11/16/1956	32	1	USGS
11/17/1956	69	1	USGS
11/18/1956	47	1	USGS
11/19/1956	36	1	USGS
11/20/1956	32	1	USGS
11/21/1956	29	1	USGS
11/22/1956	26	1	USGS
11/23/1956	24	1	USGS
11/24/1956	23	1	USGS
11/25/1956	21	1	USGS
11/26/1956	21	1	USGS
11/27/1956	20	1	USGS
11/28/1956	19	1	USGS
11/29/1956	18	1	USGS
11/30/1956	18	1	USGS
12/01/1956	17	1	USGS
12/02/1956	16	1	USGS
12/03/1956	16	1	USGS
12/04/1956	16	1	USGS
12/05/1956	16	1	USGS
12/06/1956	17	1	USGS
12/07/1956	17	1	USGS
12/08/1956	17	1	USGS
12/09/1956	17	1	USGS
12/10/1956	17	1	USGS
12/11/1956	213	1	USGS
12/12/1956	146	1	USGS
12/13/1956	153	1	USGS
12/14/1956	95	1	USGS
12/15/1956	71	1	USGS
12/16/1956	59	1	USGS
12/17/1956	51	1	USGS
12/18/1956	45	1	USGS
12/19/1956	41	1	USGS
12/20/1956	36	1	USGS
12/21/1956	33	1	USGS
12/22/1956	30	1	USGS
12/23/1956	28	1	USGS
12/24/1956	26	1	USGS
12/25/1956	25	1	USGS
12/26/1956	24	1	USGS
12/27/1956	23	1	USGS
12/28/1956	22	1	USGS
12/29/1956	21	1	USGS
12/30/1956	21	1	USGS
12/31/1956	20	1	USGS
01/01/1957	20	1	USGS
01/02/1957	19	1	USGS
01/03/1957	17	1	USGS
01/04/1957	16	1	USGS
01/05/1957	16	1	USGS
01/06/1957	16	1	USGS
01/07/1957	16	1	USGS
01/08/1957	16	1	USGS
01/09/1957	16	1	USGS
01/10/1957	16	1	USGS
01/11/1957	16	1	USGS
01/12/1957	16	1	USGS
01/13/1957	15	1	USGS
01/14/1957	16	1	USGS
01/15/1957	17	1	USGS
01/16/1957	17	1	USGS
01/17/1957	19	1	USGS
01/18/1957	19	1	USGS
01/19/1957	19	1	USGS
01/20/1957	19	1	USGS
01/21/1957	19	1	USGS
01/22/1957	19	1	USGS
01/23/1957	19	1	USGS
01/24/1957	19	1	USGS
01/25/1957	19	1	USGS
01/26/1957	19	1	USGS
01/27/1957	19	1	USGS
01/28/1957	19	1	USGS
01/29/1957	19	1	USGS
01/30/1957	19	1	USGS
01/31/1957	19	1	USGS
02/01/1957	19	1	USGS
02/02/1957	19	1	USGS
02/03/1957	19	1	USGS
02/04/1957	19	1	USGS
02/05/1957	19	1	USGS
02/06/1957	19	1	USGS
02/07/1957	19	1	USGS
02/08/1957	19	1	USGS
02/09/1957	19	1	USGS
02/10/1957	19	1	USGS
02/11/1957	19	1	USGS
02/12/1957	19	1	USGS
02/13/1957	21	1	USGS
02/14/1957	29	1	USGS
02/15/1957	31	1	USGS
02/16/1957	33	1	USGS
02/17/1957	36	1	USGS
02/18/1957	37	1	USGS
02/19/1957	36	1	USGS
02/20/1957	34	1	USGS
02/21/1957	38	1	USGS
02/22/1957	56	1	USGS
02/23/1957	73	1	USGS
02/24/1957	234	1	USGS
02/25/1957	192	1	USGS
02/26/1957	343	1	USGS
02/27/1957	198	1	USGS
02/28/1957	136	1	USGS
03/01/1957	110	1	USGS
03/02/1957	96	1	USGS
03/03/1957	84	1	USGS
03/04/1957	158	1	USGS
03/05/1957	197	1	USGS
03/06/1957	219	1	USGS
03/07/1957	179	1	USGS
03/08/1957	147	1	USGS
03/09/1957	151	1	USGS
03/10/1957	118	1	USGS
03/11/1957	118	1	USGS
03/12/1957	117	1	USGS
03/13/1957	97	1	USGS
03/14/1957	85	1	USGS
03/15/1957	78	1	USGS
03/16/1957	70	1	USGS
03/17/1957	66	1	USGS
03/18/1957	61	1	USGS
03/19/1957	59	1	USGS
03/20/1957	60	1	USGS
03/21/1957	57	1	USGS
03/22/1957	53	1	USGS
03/23/1957	51	1	USGS
03/24/1957	52	1	USGS
03/25/1957	103	1	USGS
03/26/1957	97	1	USGS
03/27/1957	84	1	USGS
03/28/1957	91	1	USGS
03/29/1957	96	1	USGS
03/30/1957	88	1	USGS
03/31/1957	86	1	USGS
04/01/1957	76	1	USGS
04/02/1957	72	1	USGS
04/03/1957	76	1	USGS
04/04/1957	84	1	USGS
04/05/1957	101	1	USGS
04/06/1957	107	1	USGS
04/07/1957	88	1	USGS
04/08/1957	82	1	USGS
04/09/1957	82	1	USGS
04/10/1957	86	1	USGS
04/11/1957	86	1	USGS
04/12/1957	86	1	USGS
04/13/1957	79	1	USGS
04/14/1957	98	1	USGS
04/15/1957	81	1	USGS
04/16/1957	74	1	USGS
04/17/1957	70	1	USGS
04/18/1957	66	1	USGS
04/19/1957	62	1	USGS
04/20/1957	59	1	USGS
04/21/1957	56	1	USGS
04/22/1957	57	1	USGS
04/23/1957	62	1	USGS
04/24/1957	62	1	USGS
04/25/1957	63	1	USGS
04/26/1957	66	1	USGS
04/27/1957	75	1	USGS
04/28/1957	97	1	USGS
04/29/1957	120	1	USGS
04/30/1957	131	1	USGS
05/01/1957	126	1	USGS
05/02/1957	109	1	USGS
05/03/1957	94	1	USGS
05/04/1957	102	1	USGS
05/05/1957	124	1	USGS
05/06/1957	142	1	USGS
05/07/1957	151	1	USGS
05/08/1957	133	1	USGS
05/09/1957	111	1	USGS
05/10/1957	103	1	USGS
05/11/1957	98	1	USGS
05/12/1957	100	1	USGS
05/13/1957	103	1	USGS
05/14/1957	91	1	USGS
05/15/1957	87	1	USGS
05/16/1957	97	1	USGS
05/17/1957	130	1	USGS
05/18/1957	263	1	USGS
05/19/1957	158	1	USGS
05/20/1957	124	1	USGS
05/21/1957	107	1	USGS
05/22/1957	97	1	USGS
05/23/1957	91	1	USGS
05/24/1957	95	1	USGS
05/25/1957	105	1	USGS
05/26/1957	117	1	USGS
05/27/1957	136	1	USGS
05/28/1957	145	1	USGS
05/29/1957	146	1	USGS
05/30/1957	148	1	USGS
05/31/1957	156	1	USGS
06/01/1957	151	1	USGS
06/02/1957	138	1	USGS
06/03/1957	131	1	USGS
06/04/1957	130	1	USGS
06/05/1957	126	1	USGS
06/06/1957	110	1	USGS
06/07/1957	104	1	USGS
06/08/1957	96	1	USGS
06/09/1957	86	1	USGS
06/10/1957	81	1	USGS
06/11/1957	77	1	USGS
06/12/1957	80	1	USGS
06/13/1957	71	1	USGS
06/14/1957	65	1	USGS
06/15/1957	59	1	USGS
06/16/1957	56	1	USGS
06/17/1957	54	1	USGS
06/18/1957	55	1	USGS
06/19/1957	55	1	USGS
06/20/1957	53	1	USGS
06/21/1957	50	1	USGS
06/22/1957	49	1	USGS
06/23/1957	47	1	USGS
06/24/1957	47	1	USGS
06/25/1957	46	1	USGS
06/26/1957	45	1	USGS
06/27/1957	45	1	USGS
06/28/1957	44	1	USGS
06/29/1957	41	1	USGS
06/30/1957	38	1	USGS
07/01/1957	35	1	USGS
07/02/1957	34	1	USGS
07/03/1957	31	1	USGS
07/04/1957	29	1	USGS
07/05/1957	27	1	USGS
07/06/1957	26	1	USGS
07/07/1957	24	1	USGS
07/08/1957	23	1	USGS
07/09/1957	21	1	USGS
07/10/1957	21	1	USGS
07/11/1957	20	1	USGS
07/12/1957	19	1	USGS
07/13/1957	19	1	USGS
07/14/1957	19	1	USGS
07/15/1957	18	1	USGS
07/16/1957	17	1	USGS
07/17/1957	16	1	USGS
07/18/1957	16	1	USGS
07/19/1957	15	1	USGS
07/20/1957	15	1	USGS
07/21/1957	15	1	USGS
07/22/1957	14	1	USGS
07/23/1957	14	1	USGS
07/24/1957	13	1	USGS
07/25/1957	13	1	USGS
07/26/1957	13	1	USGS
07/27/1957	12	1	USGS
07/28/1957	12	1	USGS
07/29/1957	12	1	USGS
07/30/1957	12	1	USGS
07/31/1957	11	1	USGS
08/01/1957	11	1	USGS
08/02/1957	11	1	USGS
08/03/1957	11	1	USGS
08/04/1957	11	1	USGS
08/05/1957	11	1	USGS
08/06/1957	11	1	USGS
08/07/1957	10	1	USGS
08/08/1957	10	1	USGS
08/09/1957	13	1	USGS
08/10/1957	12	1	USGS
08/11/1957	12	1	USGS
08/12/1957	12	1	USGS
08/13/1957	12	1	USGS
08/14/1957	11	1	USGS
08/15/1957	11	1	USGS
08/16/1957	11	1	USGS
08/17/1957	11	1	USGS
08/18/1957	10	1	USGS
08/19/1957	10	1	USGS
08/20/1957	10	1	USGS
08/21/1957	11	1	USGS
08/22/1957	10	1	USGS
08/23/1957	10	1	USGS
08/24/1957	9.6	1	USGS
08/25/1957	9.6	1	USGS
08/26/1957	9.3	1	USGS
08/27/1957	9.3	1	USGS
08/28/1957	9.6	1	USGS
08/29/1957	9.6	1	USGS
08/30/1957	9.3	1	USGS
08/31/1957	9	1	USGS
09/01/1957	9	1	USGS
09/02/1957	8.4	1	USGS
09/03/1957	8.4	1	USGS
09/04/1957	8.4	1	USGS
09/05/1957	8.4	1	USGS
09/06/1957	8.1	1	USGS
09/07/1957	8.1	1	USGS
09/08/1957	7.9	1	USGS
09/09/1957	7.6	1	USGS
09/10/1957	7.6	1	USGS
09/11/1957	7.6	1	USGS
09/12/1957	7.6	1	USGS
09/13/1957	7.4	1	USGS
09/14/1957	7.1	1	USGS
09/15/1957	7.1	1	USGS
09/16/1957	6.8	1	USGS
09/17/1957	7.1	1	USGS
09/18/1957	6.6	1	USGS
09/19/1957	6.6	1	USGS
09/20/1957	6.3	1	USGS
09/21/1957	6.1	1	USGS
09/22/1957	5.6	1	USGS
09/23/1957	5.4	1	USGS
09/24/1957	5.4	1	USGS
09/25/1957	5.2	1	USGS
09/26/1957	15	1	USGS
09/27/1957	26	1	USGS
09/28/1957	15	1	USGS
09/29/1957	13	1	USGS
09/30/1957	11	1	USGS
10/01/1957	11	1	USGS
10/02/1957	10	1	USGS
10/03/1957	11	1	USGS
10/04/1957	13	1	USGS
10/05/1957	15	1	USGS
10/06/1957	18	1	USGS
10/07/1957	15	1	USGS
10/08/1957	24	1	USGS
10/09/1957	69	1	USGS
10/10/1957	56	1	USGS
10/11/1957	39	1	USGS
10/12/1957	48	1	USGS
10/13/1957	76	1	USGS
10/14/1957	49	1	USGS
10/15/1957	35	1	USGS
10/16/1957	28	1	USGS
10/17/1957	24	1	USGS
10/18/1957	19	1	USGS
10/19/1957	17	1	USGS
10/20/1957	16	1	USGS
10/21/1957	15	1	USGS
10/22/1957	13	1	USGS
10/23/1957	45	1	USGS
10/24/1957	49	1	USGS
10/25/1957	57	1	USGS
10/26/1957	52	1	USGS
10/27/1957	35	1	USGS
10/28/1957	30	1	USGS
10/29/1957	26	1	USGS
10/30/1957	24	1	USGS
10/31/1957	23	1	USGS
11/01/1957	21	1	USGS
11/02/1957	20	1	USGS
11/03/1957	19	1	USGS
11/04/1957	19	1	USGS
11/05/1957	18	1	USGS
11/06/1957	18	1	USGS
11/07/1957	17	1	USGS
11/08/1957	18	1	USGS
11/09/1957	18	1	USGS
11/10/1957	29	1	USGS
11/11/1957	26	1	USGS
11/12/1957	54	1	USGS
11/13/1957	373	1	USGS
11/14/1957	207	1	USGS
11/15/1957	104	1	USGS
11/16/1957	74	1	USGS
11/17/1957	65	1	USGS
11/18/1957	99	1	USGS
11/19/1957	86	1	USGS
11/20/1957	81	1	USGS
11/21/1957	71	1	USGS
11/22/1957	62	1	USGS
11/23/1957	58	1	USGS
11/24/1957	54	1	USGS
11/25/1957	51	1	USGS
11/26/1957	47	1	USGS
11/27/1957	44	1	USGS
11/28/1957	41	1	USGS
11/29/1957	39	1	USGS
11/30/1957	36	1	USGS
12/01/1957	35	1	USGS
12/02/1957	32	1	USGS
12/03/1957	31	1	USGS
12/04/1957	30	1	USGS
12/05/1957	29	1	USGS
12/06/1957	33	1	USGS
12/07/1957	50	1	USGS
12/08/1957	40	1	USGS
12/09/1957	35	1	USGS
12/10/1957	32	1	USGS
12/11/1957	31	1	USGS
12/12/1957	28	1	USGS
12/13/1957	26	1	USGS
12/14/1957	24	1	USGS
12/15/1957	26	1	USGS
12/16/1957	40	1	USGS
12/17/1957	38	1	USGS
12/18/1957	39	1	USGS
12/19/1957	46	1	USGS
12/20/1957	58	1	USGS
12/21/1957	90	1	USGS
12/22/1957	65	1	USGS
12/23/1957	54	1	USGS
12/24/1957	55	1	USGS
12/25/1957	69	1	USGS
12/26/1957	71	1	USGS
12/27/1957	75	1	USGS
12/28/1957	181	1	USGS
12/29/1957	117	1	USGS
12/30/1957	80	1	USGS
12/31/1957	59	1	USGS
01/01/1958	50	1	USGS
01/02/1958	47	1	USGS
01/03/1958	41	1	USGS
01/04/1958	37	1	USGS
01/05/1958	35	1	USGS
01/06/1958	33	1	USGS
01/07/1958	32	1	USGS
01/08/1958	30	1	USGS
01/09/1958	30	1	USGS
01/10/1958	32	1	USGS
01/11/1958	31	1	USGS
01/12/1958	40	1	USGS
01/13/1958	37	1	USGS
01/14/1958	35	1	USGS
01/15/1958	72	1	USGS
01/16/1958	69	1	USGS
01/17/1958	59	1	USGS
01/18/1958	54	1	USGS
01/19/1958	50	1	USGS
01/20/1958	47	1	USGS
01/21/1958	43	1	USGS
01/22/1958	40	1	USGS
01/23/1958	40	1	USGS
01/24/1958	41	1	USGS
01/25/1958	39	1	USGS
01/26/1958	39	1	USGS
01/27/1958	41	1	USGS
01/28/1958	95	1	USGS
01/29/1958	307	1	USGS
01/30/1958	182	1	USGS
01/31/1958	124	1	USGS
02/01/1958	95	1	USGS
02/02/1958	83	1	USGS
02/03/1958	74	1	USGS
02/04/1958	66	1	USGS
02/05/1958	62	1	USGS
02/06/1958	60	1	USGS
02/07/1958	79	1	USGS
02/08/1958	82	1	USGS
02/09/1958	78	1	USGS
02/10/1958	70	1	USGS
02/11/1958	81	1	USGS
02/12/1958	221	1	USGS
02/13/1958	142	1	USGS
02/14/1958	150	1	USGS
02/15/1958	295	1	USGS
02/16/1958	338	1	USGS
02/17/1958	300	1	USGS
02/18/1958	315	1	USGS
02/19/1958	243	1	USGS
02/20/1958	185	1	USGS
02/21/1958	150	1	USGS
02/22/1958	138	1	USGS
02/23/1958	138	1	USGS
02/24/1958	316	1	USGS
02/25/1958	258	1	USGS
02/26/1958	179	1	USGS
02/27/1958	144	1	USGS
02/28/1958	121	1	USGS
03/01/1958	107	1	USGS
03/02/1958	95	1	USGS
03/03/1958	86	1	USGS
03/04/1958	80	1	USGS
03/05/1958	78	1	USGS
03/06/1958	72	1	USGS
03/07/1958	69	1	USGS
03/08/1958	66	1	USGS
03/09/1958	63	1	USGS
03/10/1958	61	1	USGS
03/11/1958	56	1	USGS
03/12/1958	54	1	USGS
03/13/1958	52	1	USGS
03/14/1958	50	1	USGS
03/15/1958	47	1	USGS
03/16/1958	45	1	USGS
03/17/1958	44	1	USGS
03/18/1958	43	1	USGS
03/19/1958	42	1	USGS
